0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
-2,-27,2,0
-2,-27,2,0
-2,-27,2,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,-15,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,2,4,0
-3,4,2,0
-3,4,2,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,3,4,0
-5,3,4,0
-5,3,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-5,5,4,0
-5,5,4,0
-5,5,4,0
-5,3,4,0
-5,3,4,0
-5,3,4,0
-4,3,4,0
-4,3,4,0
-4,3,4,0
-5,2,4,0
-5,2,4,0
-5,2,4,0
-4,2,4,0
-4,2,4,0
-4,2,4,0
-5,2,5,0
-5,2,5,0
-5,2,5,0
-5,2,5,0
1,0,-3,0
1,0,-3,0
1,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-3,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-2,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
0,0,-1,0
