0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,-2,0,0
0,-2,0,0
0,-2,0,0
0,-2,0,0
0,-2,0,0
0,-2,0,0
0,-5,0,0
0,-5,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-7,0,0
0,-12,0,0
0,-12,0,0
0,-12,0,0
0,-22,0,0
0,-22,0,0
0,-22,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-25,0,0
0,-28,0,0
0,-28,0,0
0,-28,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
0,-30,0,0
